date,num
07.03.2012,1
09.03.2012,1
13.03.2012,1
14.03.2012,1
30.04.2012,1
30.04.2012,1
15.05.2012,1
15.05.2012,1
17.05.2012,1
17.05.2012,1
15.06.2012,1
15.06.2012,1
13.09.2012,1
13.09.2012,1
08.10.2012,1
09.10.2012,1
13.11.2012,1
13.11.2012,1
