date,num
29.11.2011,381349
30.11.2011,94
01.12.2011,0
02.12.2011,0
03.12.2011,138860
04.12.2011,381429
05.12.2011,337439
06.12.2011,240
07.12.2011,0
08.12.2011,0
09.12.2011,0
10.12.2011,145220
11.12.2011,381335
12.12.2011,14
13.12.2011,151315
14.12.2011,14
15.12.2011,0
16.12.2011,198220
17.12.2011,381429
18.12.2011,381429
19.12.2011,381429
20.12.2011,381429
21.12.2011,381561
22.12.2011,381575
23.12.2011,381575
24.12.2011,381575
25.12.2011,381575
26.12.2011,381561
27.12.2011,381575
28.12.2011,381575
29.12.2011,381575
30.12.2011,381575
31.12.2011,381575
01.01.2012,381575
02.01.2012,381575
03.01.2012,381561
04.01.2012,240
05.01.2012,212265
06.01.2012,381575
07.01.2012,381575
08.01.2012,381575
09.01.2012,240
10.01.2012,147605
11.01.2012,381575
12.01.2012,381575
13.01.2012,381575
14.01.2012,381575
15.01.2012,381575
16.01.2012,381575
17.01.2012,381575
18.01.2012,240
